Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
At this point pushing Ukraine soldiers into the meat grinder is just depopulation. They dont care about Ukraine or Russia. They want you to kill each other,Russia,NONE,Ukraine,NONE,Train
"Yes, this is obviously an impeachable crime. But Ric Grenell is ignoring President Biden's worst crimes: Joe Biden's WAR CRIMES against Russia, Ukraine, Syria, Yemen, Iraq, our supposed ally Germany (Nord Stream pipeline), and several other countries.",Russia,NONE,Ukraine,NONE,Train
"And in Russia, you sometimes have your own problems. #Tinder completely left Russia, and the russians held a funeral for the mobile application.",Russia,FAVOR,Ukraine,NONE,Train
"New #Russian SPAAG, reportedly primarily designed against drones, based on the BTR-82A chassis, presented at the Future Engineers Forum in Tula oblast. The turret is equipped with an optoelectronic system and a radar station for detecting aerial targets. The module is armed with two 23 mm 2A7M anti-aircraft autocannons, which are also used in ZSU-23-4 'Shilka' SPAA.",Russia,FAVOR,Ukraine,NONE,Train
We all know why Russia invaded Ukraine. Why did 2003 invade Iraq?,Russia,AGAINST,Ukraine,FAVOR,Train
Communal workers of Rostov (Russia) filled the pits on the road with sand and now people get stuck in them during the rain. #Quicksand,Russia,AGAINST,Ukraine,NONE,Train
Ukraine must be admitted into NATO. Only NATO membership is a guarantee of a long-term security for Ukraine. Russia never attacked a NATO country. Russia attacks only non-NATO countries.,Russia,NONE,Ukraine,NONE,Train
There was no conflict between Russia and Ukraine before Russia decided - on two seperate occasions - that they'd like to move the border and are willing to do so by violent means. Easy to say that it's russias fault here,Russia,AGAINST,Ukraine,FAVOR,Train
"Zelensky's Zugzwang: Ukraine's ¡®blitzkrieg' strategy has failed, so where does that leave its much-hyped counteroffensive? ¡ª RT Russia & Former Soviet Union",Russia,FAVOR,Ukraine,AGAINST,Train
US military deaths in Afghanistan for the entire was is a bad week for Russia in Ukraine. He's speedrunning popular revolt.,Russia,NONE,Ukraine,NONE,Train
Both will be sent and russia will have to destroy more of Ukraine,Russia,FAVOR,Ukraine,AGAINST,Train
I don't know how you'd tell it to kids but the world (including non allies) does not seem willing to allow Russia to take Ukraine. Russia can experience a war on all their borders and face dissolution or stop. Those are their only two options. It is best for them to stop.,Russia,AGAINST,Ukraine,FAVOR,Train
"In fact, Russia is practically begging and pleading for Ukraine NOT to use warfare! It's the opposite of what Russia wants",Russia,AGAINST,Ukraine,FAVOR,Train
"Russia has very reasonable terms. Crimea, Donetsk, and Lugansk do not wish to be a part of Ukraine. The situation is little different from the one in Scotland, except that unlike Ukraine in 2014, England wouldn't start bombing Scotland if they declared independence.",Russia,FAVOR,Ukraine,AGAINST,Train
"Arms supplies to Ukraine, and full backing for Kyiv to defeat Russia, are an investment in peace. The best time to make that investment is now",Russia,AGAINST,Ukraine,FAVOR,Train
"Putin discusses Ukraine war status with PM Modi, discussing armed mutiny-coup in Russia, and Modi supports Russian leadership for law and order. #India #Russia #PM #NarendraModi #President #Putin #UkraineWar #Enlightindia",Russia,FAVOR,Ukraine,AGAINST,Train
Russia's combat losses in #Ukraine war on all fronts including in Bakhmut and #ukrainecounteroffensive as of today Jul. 1 according to the Armed Forces of Ukraine.,Russia,AGAINST,Ukraine,FAVOR,Train
Russia will not leave Ukraine.,Russia,AGAINST,Ukraine,FAVOR,Train
"#Ukraine? / #Russia£ºEarlier this week, video of supposedly Ukrainian tanks destroying Russian entrenchment positions.",Russia,FAVOR,Ukraine,AGAINST,Train
The Russians Army attacked with Iskander on the left bank near the Antonovsky bridge. The Russian is afraid of the expansion of the bridgehead by the fighters of the Armed Forces of Ukraine here.#ukrainecounteroffensive#Ukraina #Russia,Russia,AGAINST,Ukraine,FAVOR,Train
S Africa: ¡®Peace mission' in Ukraine unaffected by Russia mutiny ,Russia,AGAINST,Ukraine,FAVOR,Train
"When I visited @lorealfrance office in Clichy #Francja #France they told ""we don't care about #Ukraine We have to do all to save profit from russia"". Nicolas? So I don't care about #FranceRiots while and other work in russia and prefer to sponsor russian terrorists @LOrealGroupe",Russia,FAVOR,Ukraine,NONE,Train
"The threat of violence makes it non-voluntary for the victim. The victim is being forced to give the wallet, because force will be used against them if they don't. Contrast this with war. At no point is Russia threatening violence against Ukraine if they don't go to war. 1/",Russia,FAVOR,Ukraine,NONE,Train
"However, BRICS countries are focused on the economy and de-dollarization. In nutshell, instead of focusing on resolving the Russia-Ukraine conflict, the West is mired in the identity discussion.",Russia,NONE,Ukraine,NONE,Train
"Now they are experts on Russia and invasion of Ukraine? Good grief, good that I've stopped watching this shite.",Russia,AGAINST,Ukraine,AGAINST,Train
Stop with this propaganda. Russia is in full control of the Zaporizhzia power plant. There are 5 or 6 other power plants throughout Ukraine WHY WOULD RUSSIA ATTACK THE POWER PLANT THAT THEY CONTROL. Why would they attack themselves during conflict.,Russia,FAVOR,Ukraine,AGAINST,Train
"The goal is not to help Ukraine, but to fight Putin. The Western MSM are fully deployed to paint Russia as an enemy and they have succeeded quite well so far. Some articles in those news agencies come straight from the pen of the intelligence services creating stupid herd animals",Russia,FAVOR,Ukraine,NONE,Train
The is no advantage for Russia to blow the nuc plant. Ukraine will blow it to draw NATO into the war..,Russia,FAVOR,Ukraine,AGAINST,Train
Is he getting money from Russia then as I see ur Ukraine u sure ur not showing a bit of bias? Because u've used a bank a few times u know the inner workings? I think we can see who the crackpot is here and it's not me or Farage.,Russia,FAVOR,Ukraine,AGAINST,Train
Topic: In support of Ukraine. For a just peace. Civil activists have timed the submission of notifications for peaceful assemblies to match the approaching date of 500 days since the start of Russia's full-scale invasion of #Ukraine.,Russia,AGAINST,Ukraine,FAVOR,Train
"The rationale for the #Ukraine invasion is false, by #Putin's own words. The war stop, now. The people of #Russia must be told they have been systematically lied to. Putin's regime must be sent to #TheHague . /4",Russia,AGAINST,Ukraine,FAVOR,Train
"Precisely. It was essentially long term plan of Russia - get Ukraine, incorporate into Russian army and use Ukrainians as cannon fodder just like they've used the ""militia"" of LPR/DPR",Russia,AGAINST,Ukraine,FAVOR,Train
"Putin can escalate to nuclear in Ukraine. USA cannot then simply nuke Russia - if launched upon, they launch back. The most likely scenario for Putin going nuclear is Russian desperation and refused negotiations - exactly that which you advocate.",Russia,FAVOR,Ukraine,NONE,Train
"Russia would never just blow it up and admit to it. They will look for a way to convince their followers, however implausibly that Ukraine was responsible.",Russia,FAVOR,Ukraine,AGAINST,Train
Flag of Ukraine. Slava Ukraini. Ukrainians will always be remembered for furious resistance and fight against Russia. Good becoming EU and Nato country.,Russia,AGAINST,Ukraine,FAVOR,Train
"""Very patriotic"" is a severe understatement in this case. This is more like Oleg Shurayev tier ""all Russians [meaning every citizen of Russia] are responsible for the war in Ukraine"" stuff",Russia,AGAINST,Ukraine,FAVOR,Train
"It is reasonable, as long as Russia is invading Ukraine, Ukraine has the right to sanction Russia",Russia,AGAINST,Ukraine,FAVOR,Train
Y'all have been jerking it over the same photos for like a month. Meanwhile Ukraine pushes Russia back daily.,Russia,AGAINST,Ukraine,FAVOR,Train
RT #SwissInfo #Russia's ambassador to #Switzerland said Moscow cannot accept any Swiss-hosted peace summit on #Ukraine after the Swiss joined European Union sanctions. He added that Switzerland lost its reputation for #neutrality.,Russia,FAVOR,Ukraine,AGAINST,Train
Nations time to expedite russia's destruction via supporting measures for Ukraine,Russia,AGAINST,Ukraine,FAVOR,Train
We would argue that this principle has been damaged as of March 3rd 2022 when #Wagner launched the first recruitment campaign to support #Russia in #Ukraine . From that moment it appeared as a quasi gov force and W key figures have become public.,Russia,FAVOR,Ukraine,AGAINST,Train
"There are millions of people of Ukrainian origin across Russia because of forced deportations. Do you support Ukraine invading and bombing Russian towns, cities, schools, hospitals, water & power plants to ""protect"" ethnic Ukrainians and the Ukrainian language?",Russia,FAVOR,Ukraine,AGAINST,Train
Not anymore. Russia is depleted and due to the war in Ukraine the Baltics are now very prepared to stop a russian incursion. For reference see Bakhmut performance of RF armed forces.,Russia,AGAINST,Ukraine,FAVOR,Train
"There are no 'Azov Nazis', you are parroting a Russian disinformation narrative that is their false justification for being in #Ukraine in the first place. Azov people have not committed crimes against humanity. Compare this to #Russia.",Russia,AGAINST,Ukraine,FAVOR,Train
"you are wrong with your comparison, in France the majority are tired of macron policies coupled with the high cost of living brought about by the NATO proxy war in Ukraine and EU/US sanctions on Russia while the Lagos issue was hate for the region born out civil war propaganda",Russia,FAVOR,Ukraine,NONE,Train
The Russia-Ukraine war was a setup by the West to impoverish the region. It was a poorly calcuated strategy against a block that has massive populations. Russia saw it coming long ago. Nobody will benefit from this. Our generations are doomed.,Russia,FAVOR,Ukraine,AGAINST,Train
"In 18M Russia will have less and less money and structural issue of their army and production will remain. Then Europe alone will continue to give money and equipment to Ukraine and it will be enough for AFU to hold the border : they will have F16, good artillery and lot of tanks",Russia,AGAINST,Ukraine,FAVOR,Train
Russia can prevent this by declaring war on Ukraine. But they will not because they are all in it together.,Russia,FAVOR,Ukraine,AGAINST,Train
"I was weirdly calm for Ukraine. I just knew we'd win.... Conversely Russia 2003 in Cardiff, I knew we'd blown it when we didn't score away. Press painted it as a good away result. I knew we weren't keeping a clean sheet for 3 hours.",Russia,FAVOR,Ukraine,AGAINST,Train
"It's 350,000 casualties in 16 months. Ukraine have no fighting men left. Four general mobilizations in that time. Russia has only had one, which consisted of only people with previous military experience. One day you will realize Ukraine never had a hope & it will be too late.",Russia,FAVOR,Ukraine,AGAINST,Train
It makes even less sense for Ukraine to do it. Russia has demonstrated that it no longer cares about conquering a functional Ukrainian state. Ukrainians will need to still live there.,Russia,FAVOR,Ukraine,AGAINST,Train
"Can you stop repeating the same shit every day? Yes, the west hates you now. Yes, we don't want anything to do with you. Yes, we will supply Ukraine with more weapons. Maybe take a look in the mirror and try to figure out who's to really blame for this?",Russia,AGAINST,Ukraine,FAVOR,Train
"...except Bandera Nazi worshipping Ukraine is not welcome by the people in Lugansk, Donetsk, Crimea and likely many other places in the East. Remember that war and shelling you did prior to Russia invading? Yeah, they hate you there. Now you will lose a lot more.",Russia,FAVOR,Ukraine,AGAINST,Train
